srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
143.6.175.87,21972,89.227.77.118,8080,arp,ECO,35.27485,116219,168416,254,254,53,136,http,3294.6703,4774.3931,163,152,0,0,0,0,713,1108,5,399,12.78463,1.613325,1422002297,1421937717,315.692032,280.662868,0.0,0.0,0.0,0,2,0,0,0,7,17,3,3,2,2,8,Exploits,1
107.11.145.142,49786,126.120.192.235,21,arp,INT,1.773874,60960,190422,128,253,96,31,dns,34365.4623,107348.098,160,149,0,0,0,0,381,1278,3,223,10.565259,5.531638,1421965339,1421950826,432.446644,383.43732,0.0,0.0,0.0,0,5,3,0,0,18,14,3,2,2,3,5,Worms,1
58.206.253.193,31427,74.230.80.236,8080,icmp,INT,37.81654,228456,227850,128,253,102,73,-,6041.1661,6025.1414,171,175,0,0,0,0,1336,1302,4,849,16.702742,23.201074,1421949993,1421940301,191.676712,326.552121,0.0,0.0,0.0,0,3,3,0,0,7,1,5,2,1,3,10,Reconnaissance,1
146.241.46.243,25291,6.199.98.217,80,tcp,ECO,35.97409,16168,69160,64,31,94,92,ftp,449.4346,1922.4948,188,104,0,255,3957321396,1386089888,86,665,2,66,44.722283,10.350364,1421987861,1421987601,122.523485,301.624493,0.989713,0.398377,0.486403,0,4,0,0,0,20,11,2,2,2,3,2,Shellcode,1
67.61.12.112,32534,212.30.149.207,22,tcp,FIN,40.921416,105210,104937,62,253,46,102,snmp,2571.0254,2564.3541,105,133,255,255,3381958315,445057469,1002,789,2,776,41.26143,37.678893,1421942065,1421949559,183.232253,328.268499,0.14195,0.121534,0.241296,0,2,0,0,0,11,3,4,4,1,2,6,,0
195.71.75.133,19926,7.113.189.144,443,arp,RST,19.839673,65888,208177,127,29,39,40,ssl,3321.0225,10492.9653,116,179,0,0,0,0,568,1163,5,312,23.764242,21.993118,1421966064,1421947656,371.866583,347.541258,0.0,0.0,0.0,0,1,2,0,0,13,9,2,1,1,3,5,Exploits,1
89.79.160.133,25558,97.248.86.222,21,tcp,ECO,15.56527,203130,108030,255,31,44,123,ssh,13050.2073,6940.4514,185,130,0,0,1470455066,1328468971,1098,831,1,153,13.915777,38.900718,1421943089,1422012610,98.471103,249.395123,0.569408,0.319318,0.0061,0,5,1,0,0,7,12,1,4,3,1,6,,0
146.126.125.65,53273,190.93.125.58,25,tcp,ECO,16.288414,156317,30618,31,254,45,10,ssl,9596.8214,1879.741,137,189,255,255,3878929220,2244368228,1141,162,0,212,11.379312,29.28387,1422003602,1421989972,232.135646,268.466822,0.781413,0.159429,0.316953,0,1,3,0,0,4,15,1,4,1,1,9,Shellcode,1
185.226.99.150,53830,163.233.0.64,8080,udp,CLO,35.897626,4543,172695,254,30,76,69,pop3,126.5543,4810.7638,77,145,0,0,0,0,59,1191,5,180,16.43197,24.163983,1421964606,1422011992,149.818634,433.630483,0.0,0.0,0.0,0,1,2,0,0,9,18,5,3,3,2,2,Fuzzers,1
17.221.155.24,61664,221.226.175.163,25,udp,PAR,29.254826,82246,131950,63,31,23,49,dns,2811.3652,4510.3669,82,130,0,0,0,0,1003,1015,1,218,15.360017,15.269191,1421996934,1421989263,51.458559,150.03071,0.0,0.0,0.0,0,4,1,0,0,19,5,3,2,1,2,13,Analysis,1
59.134.241.239,57138,214.155.189.37,443,udp,ACC,36.607394,44977,80510,254,63,22,40,pop3,1228.6316,2199.2825,41,83,0,0,0,0,1097,970,2,435,28.16432,38.134762,1421928157,1421980377,27.653713,204.393887,0.0,0.0,0.0,0,5,1,0,0,15,9,1,2,1,3,12,,0
205.110.225.219,18978,28.38.124.41,443,icmp,ECO,49.953104,6405,64206,128,62,7,5,ssh,128.2203,1285.3255,7,82,0,0,0,0,915,783,5,982,45.444367,24.352067,1421964132,1422006936,293.057182,29.658411,0.0,0.0,0.0,0,0,2,0,0,9,18,3,4,2,1,8,Exploits,1
147.102.45.112,17095,84.133.149.176,53,tcp,INT,19.472731,176513,57970,63,63,197,17,smtp,9064.6248,2976.9836,199,187,255,255,922614032,1379831839,887,310,1,471,18.11019,9.949259,1421961365,1421960884,301.808446,466.340624,0.14027,0.32112,0.213665,0,6,3,0,0,2,17,1,5,2,1,10,,0
189.38.47.249,37612,200.57.81.204,21,tcp,CON,57.587296,87948,79186,128,30,73,119,ssl,1527.2118,1375.0602,84,137,0,0,1189125757,3173708484,1047,578,5,338,3.651289,32.391993,1421971953,1421986926,263.856984,346.293083,0.820209,0.216199,0.010742,0,4,2,0,0,1,20,4,1,1,1,6,DoS,1
198.181.78.48,51682,38.105.157.46,53,udp,FIN,15.531177,82418,99532,255,62,34,10,http,5306.6165,6408.5291,58,149,0,0,0,0,1421,668,4,356,47.73303,16.373052,1421968745,1421957574,329.083522,100.850714,0.0,0.0,0.0,0,1,3,0,0,9,8,2,3,1,1,15,DoS,1
115.224.204.50,14500,198.194.63.23,80,tcp,PAR,50.049435,92053,2562,254,29,74,5,snmp,1839.2415,51.1894,97,6,0,0,3249599563,2597804132,949,427,5,324,20.756393,10.516373,1421939314,1421993855,179.92924,127.642268,0.111992,0.228477,0.003628,0,6,3,0,0,13,4,3,3,2,1,7,Generic,1
5.140.165.11,10247,217.127.90.144,53,icmp,INT,13.76153,246960,27678,254,254,132,4,http,17945.679,2011.2589,180,21,0,0,0,0,1372,1318,5,481,38.114392,3.059073,1421954916,1421965829,185.85202,207.438185,0.0,0.0,0.0,0,1,3,0,0,6,6,5,2,3,3,3,Worms,1
216.135.164.7,52356,7.169.14.227,22,tcp,FIN,47.193407,3656,79502,254,252,2,104,-,77.4684,1684.5997,8,127,255,0,679346062,64160207,457,626,1,94,20.994144,3.316286,1421989763,1421988288,491.684394,428.070213,0.536727,0.067203,0.301636,0,5,0,0,0,10,16,4,3,1,2,11,Reconnaissance,1
33.112.66.206,62777,37.115.42.190,53,icmp,CLO,57.414321,40764,178974,255,62,72,157,dns,709.9971,3117.2362,172,183,0,0,0,0,237,978,1,231,12.533535,36.501514,1421966880,1421970487,355.230234,231.074582,0.0,0.0,0.0,0,4,2,0,0,5,11,4,3,3,1,10,Shellcode,1
37.17.121.41,27026,83.5.246.123,8080,tcp,ACC,44.876157,13662,65205,63,29,24,160,ssl,304.4378,1452.9987,99,161,255,255,4263608829,1889197205,138,405,5,286,32.773025,25.724545,1421971631,1421971618,498.342853,93.159699,0.340983,0.435986,0.386004,0,3,0,0,0,11,17,3,1,2,2,11,Backdoors,1
89.157.231.111,37284,22.93.203.209,21,udp,REQ,5.675011,33748,31556,127,31,18,26,ftp,5946.7726,5560.5179,118,28,0,0,0,0,286,1127,0,203,36.670616,17.696825,1422006179,1421947306,281.441502,265.28077,0.0,0.0,0.0,0,0,2,0,0,18,8,5,2,2,1,2,,0
72.25.205.75,26568,134.215.243.119,443,udp,INT,38.09444,55809,63099,254,62,76,0,dns,1465.0169,1656.3835,159,57,0,0,0,0,351,1107,2,725,27.787869,15.580268,1422007776,1422005268,479.637876,29.611114,0.0,0.0,0.0,0,3,1,0,0,5,16,2,2,2,1,11,Worms,1
103.63.77.52,30081,37.141.167.2,25,arp,CON,35.484984,11776,41207,127,31,39,67,dns,331.8587,1161.2518,64,89,0,0,0,0,184,463,5,612,23.555467,33.021072,1421966581,1421943780,270.62974,305.017849,0.0,0.0,0.0,0,1,0,0,0,11,9,1,4,2,1,11,DoS,1
23.185.123.222,56727,171.253.221.107,53,arp,CON,35.098714,188734,105492,64,30,71,70,ftp-data,5377.234,3005.5802,182,177,0,0,0,0,1037,596,5,520,16.441484,33.348924,1421960345,1421974162,41.54668,50.565491,0.0,0.0,0.0,0,6,3,0,0,8,19,4,2,3,2,11,Generic,1
11.55.50.147,7244,31.122.184.148,25,tcp,URN,59.838152,216216,154008,254,253,107,104,ssh,3613.3469,2573.7426,182,124,0,255,3900179544,776262473,1188,1242,5,968,16.448112,14.613842,1421981434,1421931133,364.528684,424.715042,0.253514,0.409184,0.172025,0,1,2,0,0,15,2,3,4,3,3,5,Exploits,1
200.88.255.219,6848,86.180.116.81,8080,udp,RST,12.562861,270666,92260,254,252,25,23,ssh,21544.9331,7343.8686,198,140,0,0,0,0,1367,659,2,636,24.859635,9.309607,1421977574,1421953910,132.340196,353.698043,0.0,0.0,0.0,0,2,2,0,0,15,12,2,2,2,1,2,Analysis,1
159.38.101.23,6957,183.207.134.37,25,icmp,ACC,54.52982,213660,99384,63,253,136,90,ssh,3918.2231,1822.5624,180,164,0,0,0,0,1187,606,1,943,19.262008,42.250475,1421965937,1422007816,285.053391,41.105801,0.0,0.0,0.0,0,1,3,0,0,2,8,5,2,3,2,1,,0
4.151.124.246,2385,220.247.224.106,21,udp,PAR,49.994878,28614,55862,64,31,36,12,ssh,572.3386,1117.3545,57,62,0,0,0,0,502,901,1,868,25.928569,19.980842,1422002840,1421978152,373.39639,353.372964,0.0,0.0,0.0,0,2,2,0,0,14,12,3,2,2,3,6,Generic,1
201.243.160.26,53928,212.116.178.183,25,udp,PAR,19.299753,205560,74655,63,30,57,59,ftp-data,10650.9135,3868.1842,180,63,0,0,0,0,1142,1185,4,856,2.660073,30.940297,1421992574,1422004885,218.092125,476.582006,0.0,0.0,0.0,0,1,0,0,0,18,15,5,1,2,2,14,,0
183.251.220.180,51117,35.202.110.169,22,udp,RST,3.82661,55055,18656,127,29,68,9,smtp,14387.4082,4875.3335,91,16,0,0,0,0,605,1166,1,583,39.920817,25.397747,1421980778,1421946318,383.150125,490.089277,0.0,0.0,0.0,0,4,2,0,0,1,20,1,3,3,1,13,Backdoors,1
8.253.61.84,6863,25.206.198.206,22,tcp,CLO,31.786319,81906,20869,63,31,178,30,http,2576.769,656.5403,187,41,255,0,411729749,1525387510,438,509,5,440,43.953227,24.984091,1421951605,1421961558,200.713877,113.320102,0.985636,0.316504,0.16986,0,6,0,0,0,17,9,1,5,1,3,1,,0
79.14.191.219,5571,45.96.255.46,21,icmp,REQ,5.729419,65,1215,128,253,1,24,http,11.345,212.0634,1,135,0,0,0,0,65,9,4,383,28.699251,44.571838,1421950678,1421993910,74.424877,409.497725,0.0,0.0,0.0,0,0,0,0,0,18,4,3,3,1,2,11,Worms,1
169.199.229.241,8651,172.33.173.63,443,udp,INT,54.013836,163200,15533,128,254,61,31,ftp,3021.4481,287.5745,128,49,0,0,0,0,1275,317,3,42,17.91607,45.830525,1421990384,1422004895,49.390185,259.921901,0.0,0.0,0.0,0,5,2,0,0,17,19,5,5,3,2,13,,0
112.193.42.125,2585,126.53.164.143,22,udp,URN,16.953693,15575,68286,254,253,24,39,pop3,918.6789,4027.795,35,114,0,0,0,0,445,599,2,789,34.20262,2.755777,1421932870,1421952065,473.389928,153.559915,0.0,0.0,0.0,0,4,1,0,0,11,2,5,1,1,2,7,Shellcode,1
175.22.109.25,30989,48.113.163.18,25,icmp,REQ,57.851227,12992,182175,63,252,7,52,ssl,224.576,3149.0257,14,175,0,0,0,0,928,1041,5,627,0.779635,46.104317,1421954418,1421942661,462.156118,2.369392,0.0,0.0,0.0,0,1,2,0,0,6,13,2,3,2,1,3,,0
168.139.209.176,1694,107.211.193.71,8080,udp,REQ,37.305825,96011,126144,127,62,62,32,ssl,2573.6195,3381.3486,67,108,0,0,0,0,1433,1168,0,641,34.626157,2.089967,1421986282,1421944307,331.481515,111.487296,0.0,0.0,0.0,0,5,0,0,0,4,6,4,1,1,3,6,,0
220.133.55.194,8849,102.103.44.142,8080,icmp,ECO,57.319032,157320,103191,127,63,51,32,snmp,2744.6381,1800.2921,184,177,0,0,0,0,855,583,0,480,23.940989,5.570331,1421932398,1421978278,92.239164,381.270706,0.0,0.0,0.0,0,6,0,0,0,8,14,5,3,2,3,3,,0
146.7.78.87,57351,65.89.179.118,80,tcp,FIN,39.772606,55083,84280,128,29,100,97,http,1384.9482,2119.0465,129,196,255,0,967379525,2693862043,427,430,2,673,36.059054,1.265484,1421985155,1421936508,421.711151,300.830027,0.287807,0.080549,0.273562,0,2,0,0,0,4,3,4,5,3,1,10,Generic,1
2.195.1.144,4852,209.198.61.219,80,udp,FIN,43.444762,9794,27542,62,62,72,69,dns,225.4357,633.9544,83,94,0,0,0,0,118,293,0,664,41.19992,23.821412,1422002320,1422011927,193.027374,342.804993,0.0,0.0,0.0,0,3,3,0,0,8,16,5,3,2,3,8,Backdoors,1
66.82.188.189,2396,111.153.73.10,22,udp,CLO,27.253392,31155,33459,63,253,90,56,snmp,1143.1605,1227.7004,93,57,0,0,0,0,335,587,1,411,6.251211,31.324995,1421954690,1421980602,210.570328,208.862813,0.0,0.0,0.0,0,5,3,0,0,15,13,4,3,2,2,11,Generic,1
187.186.237.140,57544,196.209.191.164,443,udp,REQ,43.398463,25652,90458,64,62,25,9,pop3,591.0808,2084.3595,53,62,0,0,0,0,484,1459,0,555,32.611872,15.016014,1422009149,1421981431,25.442854,108.589069,0.0,0.0,0.0,0,4,1,0,0,13,17,4,2,2,1,12,DoS,1
148.101.77.105,21765,120.125.66.195,22,arp,ACC,34.043574,64485,79557,63,253,39,67,-,1894.1901,2336.9168,45,69,0,0,0,0,1433,1153,5,99,39.348113,4.287503,1421928550,1421934328,165.754318,44.973486,0.0,0.0,0.0,0,2,1,0,0,5,7,3,1,2,3,15,,0
39.83.212.30,35909,159.209.81.143,21,arp,ECO,28.50524,114573,27324,62,31,179,17,ftp,4019.3663,958.5606,181,44,0,0,0,0,633,621,0,679,47.270091,45.459241,1421940137,1421932575,67.79937,190.474572,0.0,0.0,0.0,0,3,3,0,0,6,1,5,3,2,3,10,Reconnaissance,1
95.35.90.34,41920,77.201.76.28,8080,arp,REQ,53.639283,151200,120384,128,30,123,162,smtp,2818.8296,2244.3253,126,171,0,0,0,0,1200,704,2,728,39.639093,39.328863,1421973906,1422006425,491.785458,247.374948,0.0,0.0,0.0,0,4,3,0,0,6,12,3,2,3,2,9,,0
115.221.172.10,18904,192.234.41.85,21,arp,FIN,19.114053,58867,6357,127,63,8,13,ssl,3079.7759,332.5825,43,13,0,0,0,0,1369,489,0,752,28.68263,15.135523,1421953581,1421989033,190.008467,17.991579,0.0,0.0,0.0,0,5,2,0,0,13,11,3,5,2,2,12,,0
69.42.230.235,45051,22.163.58.5,8080,udp,INT,56.574375,216635,26070,255,63,27,31,dns,3829.2071,460.8093,185,66,0,0,0,0,1171,395,1,382,3.247958,28.59544,1421958470,1421938867,431.8452,4.822622,0.0,0.0,0.0,0,0,2,0,0,20,3,2,5,3,2,11,Reconnaissance,1
24.46.1.110,52901,176.119.107.12,25,tcp,CON,36.753911,4860,73440,62,31,12,82,snmp,132.2308,1998.1547,15,180,0,255,3511354523,3033423665,324,408,3,294,36.578237,29.590603,1421935444,1421985415,92.463924,3.156696,0.175851,0.09886,0.071946,0,4,1,0,0,4,3,2,2,2,1,3,Reconnaissance,1
212.176.123.135,1481,168.128.144.193,80,icmp,CON,36.093238,81120,72698,254,63,15,16,pop3,2247.5124,2014.1723,130,163,0,0,0,0,624,446,2,924,36.645709,30.992269,1421983787,1421937893,337.017513,449.319842,0.0,0.0,0.0,0,3,0,0,0,3,11,5,3,3,3,10,DoS,1
128.153.250.80,36801,191.97.116.150,80,tcp,FIN,34.152068,180081,59373,255,252,176,45,ssh,5272.9164,1738.4892,187,81,255,255,1731909835,1994550931,963,733,1,145,36.89296,19.278208,1421930622,1421945689,394.132653,190.728676,0.870251,0.074692,0.182855,0,3,1,0,0,5,19,2,2,1,1,7,Worms,1
213.142.116.48,32909,156.255.221.111,8080,udp,INT,16.253405,53958,4015,63,63,31,5,-,3319.7967,247.0252,51,5,0,0,0,0,1058,803,2,984,5.300575,47.647516,1421989896,1422007081,144.660928,117.57621,0.0,0.0,0.0,0,3,1,0,0,14,16,1,3,3,1,6,Generic,1
88.191.65.94,38073,122.32.9.114,443,icmp,CLO,41.043454,31790,191256,63,63,31,53,smtp,774.5449,4659.8417,110,156,0,0,0,0,289,1226,5,239,45.507306,45.127704,1422010496,1421989828,393.403069,277.497874,0.0,0.0,0.0,0,4,2,0,0,7,5,3,5,1,3,10,Worms,1
131.48.196.192,10746,160.164.41.135,22,udp,ECO,48.799314,76352,120250,31,252,34,8,pop3,1564.6122,2464.174,64,125,0,0,0,0,1193,962,3,796,9.659086,38.497285,1421946168,1421975095,423.886391,29.510626,0.0,0.0,0.0,0,1,1,0,0,1,11,3,5,2,3,3,Fuzzers,1
153.61.151.187,4993,189.99.144.63,8080,icmp,CLO,57.400058,159750,87840,64,62,54,1,ftp-data,2783.0982,1530.312,125,80,0,0,0,0,1278,1098,2,209,7.20298,1.264185,1422012825,1422011822,381.186815,39.354836,0.0,0.0,0.0,0,3,1,0,0,15,13,5,2,3,2,13,Analysis,1
42.65.165.244,2135,32.26.167.141,22,tcp,ACC,56.214179,52065,101220,255,63,18,40,ssh,926.1898,1800.6133,117,70,0,255,2775958983,1698821492,445,1446,2,627,41.803666,1.726699,1421964495,1421969883,282.808444,284.264814,0.88326,0.02793,0.358635,0,1,3,0,0,3,3,2,2,1,3,3,Reconnaissance,1
193.35.252.102,36748,16.213.202.177,80,udp,PAR,5.511564,68076,15106,254,252,11,26,pop3,12351.485,2740.7828,93,91,0,0,0,0,732,166,1,118,38.138204,43.433253,1421957219,1421958774,28.257089,341.760969,0.0,0.0,0.0,0,0,0,0,0,8,16,1,1,1,1,3,Backdoors,1
127.12.212.140,5477,11.102.18.53,80,icmp,URN,19.377015,273928,131220,31,63,125,1,smtp,14136.7491,6771.9409,194,162,0,0,0,0,1412,810,5,82,29.079161,18.405912,1421948933,1421979473,106.389165,268.114992,0.0,0.0,0.0,0,5,2,0,0,9,18,3,5,2,1,14,,0
8.228.207.52,13137,29.21.198.205,53,icmp,REQ,20.069144,70896,16104,127,254,25,38,ftp,3532.5871,802.4259,84,66,0,0,0,0,844,244,4,837,15.16853,23.188989,1422012326,1422009480,114.905024,445.103257,0.0,0.0,0.0,0,6,2,0,0,7,17,1,3,1,1,14,,0
126.245.146.203,44738,220.127.39.157,53,icmp,FIN,12.381162,131350,92763,254,31,7,79,-,10608.8588,7492.2693,185,99,0,0,0,0,710,937,0,969,13.711566,0.000474,1421985748,1421977407,364.374114,480.604198,0.0,0.0,0.0,0,0,0,0,0,12,7,2,4,3,2,2,,0
68.233.104.30,61278,163.15.243.44,53,arp,CON,39.217558,8547,48265,127,31,11,185,ftp,217.9381,1230.6988,77,197,0,0,0,0,111,245,3,890,44.322,34.745929,1421963214,1421962812,11.279474,281.615326,0.0,0.0,0.0,0,0,1,0,0,7,3,4,4,1,1,8,Exploits,1
182.144.245.51,53580,69.12.139.246,8080,arp,REQ,24.745455,520,197568,62,63,1,114,-,21.014,7984.0116,4,147,0,0,0,0,130,1344,5,45,43.676044,41.769624,1421984475,1422000675,476.073216,244.263812,0.0,0.0,0.0,0,1,0,0,0,10,12,1,5,2,2,14,DoS,1
189.177.208.44,39048,103.190.239.251,443,udp,RST,22.396048,112128,204795,63,252,18,172,pop3,5006.5976,9144.2472,96,185,0,0,0,0,1168,1107,5,555,20.391289,48.069321,1421938744,1422006339,126.600153,68.820746,0.0,0.0,0.0,0,2,3,0,0,15,18,2,1,2,3,15,Generic,1
212.202.41.210,28482,29.21.53.147,53,udp,RST,35.927553,50874,189014,63,62,42,58,smtp,1416.0163,5260.9762,139,161,0,0,0,0,366,1174,3,119,16.274365,41.823439,1421976346,1421999300,468.464033,261.560513,0.0,0.0,0.0,0,6,3,0,0,8,19,3,4,3,1,4,Worms,1
37.36.156.61,50556,104.155.107.138,25,arp,CON,9.342071,75650,192,62,254,48,6,-,8097.7762,20.5522,178,192,0,0,0,0,425,1,0,302,6.053777,9.285706,1421936764,1421936198,126.716951,475.506328,0.0,0.0,0.0,0,3,2,0,0,13,1,5,3,2,2,6,Worms,1
9.255.163.89,3058,66.242.196.192,21,icmp,CON,25.711433,202340,153598,31,254,108,88,ssl,7869.6508,5973.9183,151,122,0,0,0,0,1340,1259,4,901,17.552746,48.568118,1421991679,1421930995,189.983647,481.38413,0.0,0.0,0.0,0,6,0,0,0,16,9,5,1,1,1,12,,0
83.158.231.55,41244,106.48.5.175,80,tcp,URN,27.281172,102528,106296,255,29,172,3,snmp,3758.1963,3896.3135,192,86,255,0,2156385468,1989342849,534,1236,5,578,19.408905,46.249024,1422013096,1421933799,126.602153,58.834283,0.516736,0.086959,0.225863,0,6,1,0,0,2,10,5,3,2,1,11,Backdoors,1
12.154.93.57,23310,222.252.117.182,22,tcp,CON,11.947385,6375,49959,63,253,12,21,http,533.5896,4181.5845,125,63,0,0,1881613547,3001843700,51,793,0,725,26.258761,34.690604,1422010622,1421998649,53.164055,236.829002,0.278902,0.278641,0.211128,0,0,0,0,0,9,12,4,4,3,1,15,,0
169.191.134.122,5403,203.94.211.29,21,tcp,FIN,1.446557,9706,198706,64,254,7,51,http,6709.7252,137364.791,23,146,255,0,1678085636,1597120365,422,1361,4,807,0.608271,26.228156,1421962264,1422004166,265.25965,151.672072,0.811462,0.159765,0.121838,0,3,1,0,0,7,16,4,4,1,1,3,,0
145.84.126.160,50399,106.185.115.211,443,tcp,CLO,8.766744,11121,18070,255,30,3,110,-,1268.5439,2061.1985,33,130,255,255,118821302,3997669588,337,139,3,460,30.321826,43.346771,1421944102,1421990245,307.447888,395.233797,0.888744,0.32302,0.377715,0,1,1,0,0,20,17,3,4,1,2,10,DoS,1
72.201.143.118,43633,207.174.155.214,21,arp,URN,3.980039,7436,236340,31,252,10,78,pop3,1868.3234,59381.3277,22,180,0,0,0,0,338,1313,4,499,19.304693,43.557953,1422004688,1422000838,461.727,302.602409,0.0,0.0,0.0,0,5,1,0,0,16,11,1,4,2,3,9,,0
83.122.97.89,64747,79.98.171.132,25,tcp,CLO,15.095576,43539,83973,64,252,35,33,ssl,2884.2225,5562.7556,69,69,255,0,1267081065,1379296495,631,1217,3,595,26.005634,5.860538,1421965616,1422011115,123.513565,299.065623,0.633444,0.168686,0.443637,0,6,3,0,0,12,8,4,4,3,2,15,Fuzzers,1
97.201.1.17,13405,208.130.253.116,21,arp,URN,32.244517,48678,9555,127,30,17,65,ssl,1509.652,296.3295,38,65,0,0,0,0,1281,147,3,203,13.28506,49.078882,1422009741,1421991581,297.635887,238.184077,0.0,0.0,0.0,0,3,2,0,0,4,5,2,1,2,1,1,Fuzzers,1
11.30.5.28,23149,160.141.145.110,80,icmp,REQ,6.447698,41400,13328,254,62,56,34,snmp,6420.8963,2067.0943,138,68,0,0,0,0,300,196,2,860,11.818117,1.147703,1422003975,1421968926,381.175612,85.921168,0.0,0.0,0.0,0,6,3,0,0,7,18,5,1,1,1,10,,0
118.84.88.234,15464,72.54.1.61,25,icmp,RST,48.57302,17408,19968,64,62,27,18,ssl,358.3883,411.0924,32,24,0,0,0,0,544,832,3,456,10.669391,5.018331,1421938161,1421980961,356.212506,221.263778,0.0,0.0,0.0,0,5,3,0,0,20,13,1,5,2,1,15,Backdoors,1
215.226.105.95,10494,181.39.193.43,8080,arp,CLO,26.199017,94365,3654,255,253,53,27,smtp,3601.8527,139.4709,135,87,0,0,0,0,699,42,2,414,13.707088,35.746689,1421957677,1421977148,300.217818,234.856512,0.0,0.0,0.0,0,0,1,0,0,3,15,1,4,3,2,6,Worms,1
90.117.137.93,60766,67.245.80.43,80,tcp,URN,29.457448,168888,20862,254,63,165,66,ssl,5733.2869,708.208,186,114,0,0,4205466620,1565824150,908,183,1,92,35.355227,7.937684,1422008082,1421999873,25.032536,39.627681,0.93201,0.22655,0.146576,0,6,3,0,0,9,6,2,4,2,1,9,DoS,1
141.240.216.229,12029,61.8.100.154,25,udp,CON,52.308607,192708,17420,63,63,17,12,dns,3684.0591,333.0236,159,13,0,0,0,0,1212,1340,2,836,39.157179,26.697666,1421988039,1421999954,380.430141,361.604248,0.0,0.0,0.0,0,1,1,0,0,8,1,3,2,2,3,14,,0
221.188.142.118,17132,117.89.56.182,80,tcp,INT,23.628341,43000,3828,63,62,40,9,-,1819.8485,162.0088,43,12,0,255,583704324,1233525322,1000,319,4,818,24.497826,37.712927,1421999544,1421998385,363.117469,444.396349,0.46662,0.323677,0.259828,0,6,3,0,0,9,17,4,2,3,2,3,,0
97.153.191.6,21638,125.101.8.55,22,tcp,INT,12.413581,100254,22184,254,253,115,75,http,8076.1547,1787.075,154,94,255,255,1050084221,1885602491,651,236,3,408,23.317452,23.260235,1421954243,1421988139,65.207055,479.80918,0.245366,0.072769,0.320011,0,0,2,0,0,12,2,3,4,2,3,14,Analysis,1
18.180.169.49,21362,130.84.5.253,53,tcp,INT,35.894188,106379,127987,31,254,91,69,-,2963.6831,3565.6748,91,131,0,0,1594577205,1925685762,1169,977,2,817,30.646302,17.346287,1421970214,1421964759,183.983766,400.61198,0.585621,0.441767,0.379246,0,3,0,0,0,18,19,5,1,1,2,6,DoS,1
158.196.141.100,15457,11.22.155.3,80,arp,REQ,43.88699,54442,19788,64,30,107,24,ssh,1240.5043,450.8853,163,68,0,0,0,0,334,291,1,437,27.352799,12.757394,1421955019,1421927488,495.513249,81.69572,0.0,0.0,0.0,0,0,2,0,0,16,3,2,4,1,3,8,Worms,1
162.167.79.170,45716,214.142.125.57,8080,tcp,FIN,40.165028,70576,150720,127,252,55,123,ftp-data,1757.1505,3752.5182,88,157,255,255,1738212308,3707097596,802,960,0,843,7.398598,11.181261,1421956112,1421960016,232.173789,76.629128,0.098597,0.271105,0.181496,0,5,3,0,0,14,19,3,3,1,1,3,,0
209.221.78.106,32033,8.170.189.30,443,arp,REQ,56.909497,115940,1856,254,253,124,15,ssh,2037.2698,32.6132,170,16,0,0,0,0,682,116,4,219,20.265885,42.472503,1421964961,1421959295,305.286362,82.447213,0.0,0.0,0.0,0,1,2,0,0,19,13,1,1,1,1,13,Fuzzers,1
1.241.90.8,9771,75.187.182.170,21,tcp,CON,9.002775,25190,179928,63,29,5,21,ftp-data,2798.0262,19985.8377,110,126,255,0,2503379686,4244220859,229,1428,4,0,41.071489,9.612407,1421949687,1421978645,412.095461,245.180045,0.26733,0.145714,0.418425,0,0,2,0,0,5,3,4,5,2,1,11,Backdoors,1
171.83.242.207,30679,92.156.150.167,25,tcp,CLO,29.784931,36018,11440,254,252,26,60,ftp-data,1209.2692,384.0868,58,176,255,0,1033718228,666660868,621,65,0,60,29.384155,5.885907,1421941527,1421986254,63.054871,361.384865,0.282475,0.166364,0.159975,0,1,3,0,0,14,14,1,5,3,3,5,Analysis,1
89.33.25.8,56147,219.129.199.47,8080,udp,ECO,53.735378,131880,2560,254,62,118,6,smtp,2454.249,47.6409,168,8,0,0,0,0,785,320,3,136,40.78906,37.264063,1421982772,1422013712,157.394189,457.74662,0.0,0.0,0.0,0,4,1,0,0,1,6,3,4,1,2,15,Backdoors,1
52.92.213.9,51543,3.184.175.204,21,udp,ACC,2.521529,39240,75396,255,63,21,0,dns,15561.9864,29900.9054,36,61,0,0,0,0,1090,1236,3,790,41.216202,25.053845,1421955078,1421946787,166.25896,329.332821,0.0,0.0,0.0,0,5,2,0,0,17,13,5,5,3,3,4,Reconnaissance,1
