Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
21,86142208,61,268,6649,40736,1408,99,753.5,436.3,13,6,9.5,2.3,550.0788,3.8192659,261830.4,71998.9,86142208,165334,86142208,261830.4,71998.9,86142208,165334,86142208,261830.4,71998.9,86142208,165334,0,0,0,0,1220,5360,0.70813,3.11113,6,1408,144.0,103.6,3531682.6,0,0,0,0,0,0,0,0,4.0,144.0,753.5,9.5,1220,0,0,0,0,0,0,61,6649,268,40736,128,0,60,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
443,88487647,500,8,26500,8712,1169,842,1005.5,109.0,24,0,12.0,8.0,397.9313,5.7409143,174188.3,184436.7,88487647,72021,88487647,174188.3,184436.7,88487647,72021,88487647,174188.3,184436.7,88487647,72021,0,0,0,0,10000,160,5.65051,0.09041,0,1169,69.3,35.0,622860.1,1,0,1,0,0,0,0,0,0.0,69.3,1005.5,12.0,10000,0,0,0,0,0,0,500,26500,8,8712,512,31,499,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
445,25760685,635,269,353060,195025,587,406,496.5,60.3,161,95,128.0,22.0,21276.0259,35.0922345,28496.3,54672.9,25760685,15040,25760685,28496.3,54672.9,25760685,15040,25760685,28496.3,54672.9,25760685,15040,0,0,0,0,12700,5380,24.64997,10.44227,95,587,606.3,174.8,27627280.1,0,0,0,0,0,0,0,0,0.0,606.3,496.5,128.0,12700,0,0,0,0,0,0,635,353060,269,195025,255,512,634,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,63888324,58,326,3422,469114,390,42,216.0,116.0,1023,888,955.5,45.0,7396.281,6.0104879,166375.8,214593.9,63888324,86840,63888324,166375.8,214593.9,63888324,86840,63888324,166375.8,214593.9,63888324,86840,0,0,0,0,1160,6520,0.90783,5.10265,42,1023,1230.6,1212.7,564763122.0,0,0,0,0,1,0,0,0,6.0,1230.6,216.0,955.5,1160,0,0,0,0,0,0,58,3422,326,469114,29,256,57,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
445,75633014,674,16,274318,10304,72,26,49.0,15.3,1202,295,748.5,302.3,3763.1979,9.1230002,109613.1,164913.9,75633014,93416,75633014,109613.1,164913.9,75633014,93416,75633014,109613.1,164913.9,75633014,93416,0,0,0,0,13480,320,8.91145,0.21155,26,1202,412.5,382.6,101019409.0,1,0,0,0,0,0,0,0,0.0,412.5,49.0,748.5,13480,0,0,0,0,0,0,674,274318,16,10304,65535,65535,673,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
8080,51518967,774,378,252324,533358,200,128,164.0,24.0,708,54,381.0,218.0,15250.3446,22.3606968,44721.3,8737.3,51518967,15213,51518967,44721.3,8737.3,51518967,15213,51518967,44721.3,8737.3,51518967,15213,1,0,0,0,15480,7560,15.02359,7.3371,54,708,682.0,244.0,68559122.5,0,1,1,1,0,0,0,0,0.0,682.0,164.0,381.0,15480,0,0,0,0,0,0,774,252324,378,533358,256,8192,773,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - XSS
445,47756171,567,192,523908,72960,1432,1199,1315.5,77.7,1353,778,1065.5,191.7,12498.2382,15.893234,62919.9,10783.7,47756171,40541,47756171,62919.9,10783.7,47756171,40541,47756171,62919.9,10783.7,47756171,40541,0,0,0,0,11340,3840,11.87281,4.02042,778,1432,786.4,594.1,267923713.7,1,0,0,0,1,0,0,0,0.0,786.4,1315.5,1065.5,11340,0,0,0,0,0,0,567,523908,192,72960,65535,31,566,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
443,42503833,370,54,83990,540,671,455,563.0,72.0,737,276,506.5,153.7,1988.7618,9.9755709,100244.9,20496.4,42503833,11442,42503833,100244.9,20496.4,42503833,11442,42503833,100244.9,20496.4,42503833,11442,1,0,0,0,7400,1080,8.7051,1.27047,276,737,199.4,196.8,16424298.3,0,1,1,1,0,0,0,0,0.0,199.4,563.0,506.5,7400,0,0,0,0,0,0,370,83990,54,540,128,65535,369,20,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
8080,306,5,2,4140,50,637,423,530.0,71.3,794,86,440.0,236.0,13692810.4575,22875.8169935,43.7,63.4,306,35,306,43.7,63.4,306,35,306,43.7,63.4,306,35,0,0,0,0,100,40,16339.86928,6535.94771,86,794,598.6,584.3,2389728.6,0,0,1,0,0,0,0,0,0.0,598.6,530.0,440.0,100,0,0,0,0,0,0,5,4140,2,50,64,8192,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,33,2,3,1210,2586,653,495,574.0,52.7,157,92,124.5,21.7,115030303.0303,151515.1515152,6.6,3.3,33,1,33,6.6,3.3,33,1,33,6.6,3.3,33,1,0,0,0,0,40,60,60606.06061,90909.09091,92,653,759.2,275.2,378675.2,1,0,1,0,0,0,0,0,2.0,759.2,574.0,124.5,40,0,0,0,0,0,0,2,1210,3,2586,255,329,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3389,107921316,338,225,245050,198225,1373,1217,1295.0,52.0,278,153,215.5,41.7,4107.3906,5.2167637,191689.7,122936.4,107921316,182266,107921316,191689.7,122936.4,107921316,182266,107921316,191689.7,122936.4,107921316,182266,0,0,0,0,6760,4500,3.13191,2.08485,153,1373,787.3,83.2,3894459.4,0,1,0,0,1,0,0,0,1.0,787.3,1295.0,215.5,6760,0,0,0,0,0,0,338,245050,225,198225,64,8192,337,20,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
8080,104954824,249,166,201690,95284,844,373,608.5,157.0,233,144,188.5,29.7,2829.5412,3.9540822,252903.2,101060.1,104954824,143033,104954824,252903.2,101060.1,104954824,143033,104954824,252903.2,101060.1,104954824,143033,0,0,0,0,4980,3320,2.37245,1.58163,144,844,715.6,256.4,27282498.4,0,0,1,0,1,0,0,0,1.0,715.6,608.5,188.5,4980,0,0,0,0,0,0,249,201690,166,95284,29,512,248,20,0.0,0.0,0,0,0.0,0.0,0,0,Heartbleed
25,18680306,649,155,347215,80135,1388,315,851.5,357.7,866,808,837.0,19.3,22877.0342,43.0399802,23234.2,17518.2,18680306,14715,18680306,23234.2,17518.2,18680306,14715,18680306,23234.2,17518.2,18680306,14715,0,0,0,0,12980,3100,34.74247,8.29751,315,1388,531.5,332.2,88721052.7,1,1,1,0,1,0,0,0,0.0,531.5,851.5,837.0,12980,0,0,0,0,0,0,649,347215,155,80135,8192,29,648,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
25,394,2,2,760,2650,1294,90,692.0,401.3,1153,818,985.5,111.7,8654822.335,10152.284264,98.5,190.5,394,42,394,98.5,190.5,394,42,394,98.5,190.5,394,42,0,0,0,0,40,40,5076.14213,5076.14213,90,1294,852.5,472.5,893025.0,1,0,0,0,1,0,0,0,1.0,852.5,692.0,985.5,40,0,0,0,0,0,0,2,760,2,2650,512,65535,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,92296755,590,113,561680,86558,841,474,657.5,122.3,1391,1205,1298.0,62.0,7023.4105,7.6167358,131289.8,181294.8,92296755,39516,92296755,131289.8,181294.8,92296755,39516,92296755,131289.8,181294.8,92296755,39516,0,0,0,0,11800,2260,6.39242,1.22431,474,1391,922.1,675.8,321110832.0,1,0,1,0,1,0,0,0,0.0,922.1,657.5,1298.0,11800,0,0,0,0,0,0,590,561680,113,86558,29,31,589,20,0.0,0.0,0,0,0.0,0.0,0,0,Heartbleed
3389,41861214,352,233,162976,248611,1029,713,871.0,105.3,975,99,537.0,292.0,9832.1802,13.97475,71557.6,62708.2,41861214,59303,41861214,71557.6,62708.2,41861214,59303,41861214,71557.6,62708.2,41861214,59303,0,0,0,0,7040,4660,8.40874,5.56601,99,1029,703.6,146.4,12535646.5,1,0,0,0,0,0,0,0,1.0,703.6,871.0,537.0,7040,0,0,0,0,0,0,352,162976,233,248611,65535,29,351,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Sql Injection
110,99386817,250,264,99250,298320,367,169,268.0,66.0,1146,873,1009.5,91.0,4000.2287,5.1717121,193359.6,370655.9,99386817,60779,99386817,193359.6,370655.9,99386817,60779,99386817,193359.6,370655.9,99386817,60779,1,0,0,0,5000,5280,2.51542,2.65629,169,1146,773.5,387.3,77098958.9,1,0,0,1,1,0,0,0,1.0,773.5,268.0,1009.5,5000,0,0,0,0,0,0,250,99250,264,298320,32,8192,249,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
8080,57653607,399,2,191121,842,610,64,337.0,182.0,1182,208,695.0,324.7,3329.5922,6.9553324,143774.6,229896.3,57653607,140742,57653607,143774.6,229896.3,57653607,140742,57653607,143774.6,229896.3,57653607,140742,0,0,0,0,7980,40,6.92064,0.03469,64,1182,478.7,474.5,90289520.8,0,1,0,0,1,0,0,0,0.0,478.7,337.0,695.0,7980,0,0,0,0,0,0,399,191121,2,842,65535,8192,398,20,0.0,0.0,0,0,0.0,0.0,0,0,Heartbleed
53,85779703,321,305,268035,381555,843,601,722.0,80.7,233,89,161.0,48.0,7572.7704,7.2977637,137028.3,96463.8,85779703,120025,85779703,137028.3,96463.8,85779703,120025,85779703,137028.3,96463.8,85779703,120025,0,0,0,0,6420,6100,3.74214,3.55562,89,843,1037.7,181.3,20585927.2,0,1,0,0,1,0,0,0,1.0,1037.7,722.0,161.0,6420,0,0,0,0,0,0,321,268035,305,381555,64,29,320,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
3389,50104293,711,72,772146,57240,896,610,753.0,95.3,282,196,239.0,28.7,16553.1924,15.6274034,63990.2,54140.7,50104293,31894,50104293,63990.2,54140.7,50104293,31894,50104293,63990.2,54140.7,50104293,31894,1,0,0,0,14220,1440,14.1904,1.437,196,896,1059.2,913.0,652733829.9,0,0,1,1,0,0,0,0,0.0,1059.2,753.0,239.0,14220,0,0,0,0,0,0,711,772146,72,57240,256,0,710,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1286268,497,69,218183,54234,1190,1035,1112.5,51.7,1337,1013,1175.0,108.0,211788.6786,440.0327148,2272.6,1859.6,1286268,2014,1286268,2272.6,1859.6,1286268,2014,1286268,2272.6,1859.6,1286268,2014,0,0,0,0,9940,1380,386.38915,53.64356,1013,1337,481.3,289.7,47489884.5,1,1,1,0,0,0,0,0,0.0,481.3,1112.5,1175.0,9940,0,0,0,0,0,0,497,218183,69,54234,32,256,496,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Sql Injection
443,141,2,2,768,1872,1198,1014,1106.0,61.3,1125,1046,1085.5,26.3,18723404.2553,28368.7943262,35.2,8.0,141,7,141,35.2,8.0,141,7,141,35.2,8.0,141,7,1,0,0,0,40,40,14184.39716,14184.39716,1014,1198,660.0,276.0,304704.0,1,1,0,1,0,0,0,0,1.0,660.0,1106.0,1085.5,40,0,0,0,0,0,0,2,768,2,1872,65535,128,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,117414990,34,230,19652,163990,218,112,165.0,35.3,240,198,219.0,14.0,1564.0422,2.2484352,444753.8,722181.4,117414990,110036,117414990,444753.8,722181.4,117414990,110036,117414990,444753.8,722181.4,117414990,110036,0,0,0,0,680,4600,0.28957,1.95886,112,240,695.6,546.7,78914614.6,1,1,0,0,0,0,0,0,7.0,695.6,165.0,219.0,680,0,0,0,0,0,0,34,19652,230,163990,0,329,33,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force
57846,37726593,612,275,235008,182050,639,296,467.5,114.3,1172,547,859.5,208.3,11054.7486,23.511267,42532.8,81016.3,37726593,33712,37726593,42532.8,81016.3,37726593,33712,37726593,42532.8,81016.3,37726593,33712,0,0,0,0,12240,5500,16.22198,7.28929,296,1172,470.2,59.7,3161837.4,0,0,1,0,1,0,0,0,0.0,470.2,467.5,859.5,12240,0,0,0,0,0,0,612,235008,275,182050,31,31,611,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
3389,19628463,729,164,398034,226976,844,501,672.5,114.3,291,137,214.0,51.3,31842.0245,45.4951567,21980.4,27599.2,19628463,12293,19628463,21980.4,27599.2,19628463,12293,19628463,21980.4,27599.2,19628463,12293,1,0,0,0,14580,3280,37.13994,8.35521,137,844,699.9,191.6,32766897.4,1,0,0,1,1,0,0,0,0.0,699.9,672.5,214.0,14580,0,0,0,0,0,0,729,398034,164,226976,256,8192,728,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
25,78108752,3,396,690,371448,1340,733,1036.5,202.3,129,101,115.0,9.3,4764.3573,5.1082624,195761.3,85285.3,78108752,112628,78108752,195761.3,85285.3,78108752,112628,78108752,195761.3,85285.3,78108752,112628,1,0,0,0,60,7920,0.03841,5.06985,101,1340,932.7,929.2,344515024.0,0,1,0,1,1,0,0,0,132.0,932.7,1036.5,115.0,60,0,0,0,0,0,0,3,690,396,371448,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - XSS
22,114410222,497,175,714189,17325,134,25,79.5,36.3,1282,941,1111.5,113.7,6393.7818,5.873601,170253.3,5543.9,114410222,41414,114410222,170253.3,5543.9,114410222,41414,114410222,170253.3,5543.9,114410222,41414,1,0,0,0,9940,3500,4.34402,1.52958,25,1282,1088.6,1037.0,722647968.0,1,1,0,1,0,0,0,0,0.0,1088.6,79.5,1111.5,9940,0,0,0,0,0,0,497,714189,175,17325,65535,256,496,20,0.0,0.0,0,0,0.0,0.0,0,0,Heartbleed
443,117363118,281,47,387780,34686,552,84,318.0,156.0,761,680,720.5,27.0,3599.6487,2.7947451,357814.4,646785.5,117363118,86782,117363118,357814.4,646785.5,117363118,86782,117363118,357814.4,646785.5,117363118,86782,0,0,0,0,5620,940,2.39428,0.40047,84,761,1288.0,1076.5,380107844.0,0,1,0,0,1,0,0,0,0.0,1288.0,318.0,720.5,5620,0,0,0,0,0,0,281,387780,47,34686,29,0,280,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
445,63995914,80,67,100400,31021,1103,911,1007.0,64.0,19,0,9.5,6.3,2053.5842,2.2970217,435346.4,605651.4,63995914,428400,63995914,435346.4,605651.4,63995914,428400,63995914,435346.4,605651.4,63995914,428400,1,0,0,0,1600,1340,1.25008,1.04694,0,1103,894.0,472.0,32744528.2,0,1,0,1,0,0,0,0,1.0,894.0,1007.0,9.5,1600,0,0,0,0,0,0,80,100400,67,31021,29,29,79,20,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
41399,161,3,2,960,1566,312,73,192.5,79.7,140,135,137.5,1.7,15689440.9938,31055.9006211,32.2,36.3,161,10,161,32.2,36.3,161,10,161,32.2,36.3,161,10,0,0,0,0,60,40,18633.54037,12422.36025,73,312,505.2,121.2,73447.2,1,1,0,0,1,0,0,0,1.0,505.2,192.5,137.5,60,0,0,0,0,0,0,3,960,2,1566,256,128,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56591,460,1,1,292,1207,826,359,592.5,155.7,879,322,600.5,185.7,3258695.6522,4347.826087,230.0,363.9,460,63,460,230.0,363.9,460,63,460,230.0,363.9,460,63,1,0,0,0,20,20,2173.91304,2173.91304,322,879,749.5,457.5,418612.5,1,0,0,1,0,0,0,0,1.0,749.5,592.5,600.5,20,0,0,0,0,0,0,1,292,1,1207,64,128,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
445,81460346,522,96,439524,58080,1363,111,737.0,417.3,490,253,371.5,79.0,6108.5427,7.5865133,131812.9,101729.4,81460346,63198,81460346,131812.9,101729.4,81460346,63198,81460346,131812.9,101729.4,81460346,63198,1,0,0,0,10440,1920,6.40803,1.17849,111,1363,805.2,617.2,235436124.8,1,0,0,1,1,0,0,0,0.0,805.2,737.0,371.5,10440,0,0,0,0,0,0,522,439524,96,58080,8192,512,521,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
6425,73330691,700,88,702800,13112,74,8,41.0,22.0,28,8,18.0,6.7,9762.7881,10.7458417,93059.3,40153.8,73330691,7925,73330691,93059.3,40153.8,73330691,7925,73330691,93059.3,40153.8,73330691,7925,1,0,0,0,14000,1760,9.5458,1.20004,8,74,908.5,875.2,603641544.9,1,1,1,1,1,0,0,0,0.0,908.5,41.0,18.0,14000,0,0,0,0,0,0,700,702800,88,13112,512,65535,699,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Sql Injection
443,143,1,2,201,2094,456,413,434.5,14.3,318,274,296.0,14.7,16048951.049,20979.020979,47.7,31.2,143,37,143,47.7,31.2,143,37,143,47.7,31.2,143,37,0,0,0,0,20,40,6993.00699,13986.01399,274,456,765.0,631.0,1194483.0,0,1,1,0,0,0,0,0,2.0,765.0,434.5,296.0,20,0,0,0,0,0,0,1,201,2,2094,255,29,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3389,82181085,624,28,419952,38192,1387,359,873.0,342.7,244,3,123.5,80.3,5574.8108,7.9336991,126044.6,178454.1,82181085,91946,82181085,126044.6,178454.1,82181085,91946,82181085,126044.6,178454.1,82181085,91946,1,0,0,0,12480,560,7.59299,0.34071,3,1387,702.7,585.5,223528677.3,0,0,1,1,1,0,0,0,0.0,702.7,873.0,123.5,12480,0,0,0,0,0,0,624,419952,28,38192,31,256,623,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
8080,395,1,2,919,1114,1112,130,621.0,327.3,538,78,308.0,153.3,5146835.443,7594.9367089,131.7,130.7,395,130,395,131.7,130.7,395,130,395,131.7,130.7,395,130,0,0,0,0,20,40,2531.64557,5063.29114,78,1112,677.7,65.0,12675.0,1,0,1,0,1,0,0,0,2.0,677.7,621.0,308.0,20,0,0,0,0,0,0,1,919,2,1114,29,29,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
445,99425804,522,1,67860,25,540,47,293.5,164.3,966,372,669.0,198.0,682.7704,5.2602039,190106.7,145613.9,99425804,39343,99425804,190106.7,145613.9,99425804,39343,99425804,190106.7,145613.9,99425804,39343,0,0,0,0,10440,20,5.25015,0.01006,47,966,129.8,129.7,8798445.9,0,0,1,0,1,0,0,0,0.0,129.8,293.5,669.0,10440,0,0,0,0,0,0,522,67860,1,25,128,256,521,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
443,293,3,0,3204,0,147,45,96.0,34.0,457,411,434.0,15.3,10935153.5836,10238.9078498,97.7,100.8,293,5,293,97.7,100.8,293,5,0,0,0,0,0,1,0,0,0,60,0,10238.90785,0.0,45,457,1068.0,1068.0,3421872.0,1,0,1,1,1,0,0,0,0.0,1068.0,96.0,434.0,60,0,0,0,0,0,0,3,3204,0,0,512,8192,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,189,2,2,2388,1244,1315,496,905.5,273.0,950,377,663.5,191.0,19216931.2169,21164.021164,47.2,55.9,189,31,189,47.2,55.9,189,31,189,47.2,55.9,189,31,0,0,0,0,40,40,10582.01058,10582.01058,377,1315,908.0,286.0,327184.0,0,0,0,0,1,0,0,0,1.0,908.0,905.5,663.5,40,0,0,0,0,0,0,2,2388,2,1244,512,329,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,487,3,0,4158,0,669,106,387.5,187.7,420,271,345.5,49.7,8537987.6797,6160.164271,162.3,319.1,487,107,487,162.3,319.1,487,107,0,0,0,0,0,1,0,0,0,60,0,6160.16427,0.0,106,669,1386.0,1386.0,5762988.0,1,0,0,1,0,0,0,0,0.0,1386.0,387.5,345.5,60,0,0,0,0,0,0,3,4158,0,0,512,512,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3389,61533195,766,43,941414,8385,1075,273,674.0,267.3,1305,807,1056.0,166.0,15435.5547,13.1473752,76060.8,11383.3,61533195,74425,61533195,76060.8,11383.3,61533195,74425,61533195,76060.8,11383.3,61533195,74425,0,0,0,0,15320,860,12.44857,0.69881,273,1305,1174.0,1153.3,1076073071.5,0,1,0,0,1,0,0,0,0.0,1174.0,674.0,1056.0,15320,0,0,0,0,0,0,766,941414,43,8385,255,329,765,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Sql Injection
53,60768131,279,119,53568,49385,318,299,308.5,6.3,223,39,131.0,61.3,1694.194,6.5494856,152683.7,32264.4,60768131,117851,60768131,152683.7,32264.4,60768131,117851,60768131,152683.7,32264.4,60768131,117851,0,0,0,0,5580,2380,4.59122,1.95826,39,318,258.7,10.5,43963.5,1,1,1,0,1,0,0,0,0.0,258.7,308.5,131.0,5580,0,0,0,0,0,0,279,53568,119,49385,256,256,278,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - XSS
80,35568762,123,46,44526,64630,663,617,640.0,15.3,82,27,54.5,18.3,3068.8726,4.7513602,210466.0,351867.5,35568762,85929,35568762,210466.0,351867.5,35568762,85929,35568762,210466.0,351867.5,35568762,85929,1,0,0,0,2460,920,3.45809,1.29327,27,663,645.9,119.0,2391543.3,0,0,0,1,1,0,0,0,0.0,645.9,640.0,54.5,2460,0,0,0,0,0,0,123,44526,46,64630,65535,256,122,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
445,110070565,179,15,155372,13890,1178,1126,1152.0,17.3,511,96,303.5,138.3,1537.759,1.7625057,567374.0,524302.7,110070565,146583,110070565,567374.0,524302.7,110070565,146583,110070565,567374.0,524302.7,110070565,146583,0,0,0,0,3580,300,1.62623,0.13628,96,1178,872.5,729.3,103181218.2,0,0,0,0,0,0,0,0,0.0,872.5,1152.0,303.5,3580,0,0,0,0,0,0,179,155372,15,13890,128,29,178,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
110,78667528,266,38,22344,5016,444,330,387.0,38.0,908,828,868.0,26.7,347.7928,3.8643645,258774.8,66656.0,78667528,237260,78667528,258774.8,66656.0,78667528,237260,78667528,258774.8,66656.0,78667528,237260,1,0,0,0,5320,760,3.38132,0.48305,330,908,90.0,57.0,987696.0,1,0,0,1,0,0,0,0,0.0,90.0,387.0,868.0,5320,0,0,0,0,0,0,266,22344,38,5016,255,512,265,20,0.0,0.0,0,0,0.0,0.0,0,0,Heartbleed
25,3957047,392,349,357896,123197,764,219,491.5,181.7,383,140,261.5,81.0,121578.7935,187.2608539,5340.1,2988.9,3957047,1217,3957047,5340.1,2988.9,3957047,1217,3957047,5340.1,2988.9,3957047,1217,1,0,0,0,7840,6980,99.06377,88.19708,140,764,649.2,316.7,74336869.9,0,0,0,1,1,0,0,0,1.0,649.2,491.5,261.5,7840,0,0,0,0,0,0,392,357896,349,123197,256,0,391,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
110,144,4,1,3592,408,1356,1076,1216.0,93.3,510,322,416.0,62.7,27777777.7778,34722.2222222,28.8,57.3,144,17,144,28.8,57.3,144,17,144,28.8,57.3,144,17,1,0,0,0,80,20,27777.77778,6944.44444,322,1356,800.0,636.8,2027571.2,0,1,0,1,1,0,0,0,0.0,800.0,1216.0,416.0,80,0,0,0,0,0,0,4,3592,1,408,512,329,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,36297264,185,13,128205,15886,488,15,251.5,157.7,575,59,317.0,172.0,3969.7482,5.4549566,183319.5,296484.1,36297264,123649,36297264,183319.5,296484.1,36297264,123649,36297264,183319.5,296484.1,36297264,123649,0,0,0,0,3700,260,5.0968,0.35815,15,575,727.7,567.3,63714938.2,1,0,0,0,0,0,0,0,0.0,727.7,251.5,317.0,3700,0,0,0,0,0,0,185,128205,13,15886,64,65535,184,20,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
8080,392,2,3,1532,1065,400,121,260.5,93.0,1213,651,932.0,187.3,6625000.0,12755.1020408,78.4,126.4,392,45,392,78.4,126.4,392,45,392,78.4,126.4,392,45,0,0,0,0,40,60,5102.04082,7653.06122,121,1213,519.4,93.4,43617.8,0,1,0,0,1,0,0,0,2.0,519.4,260.5,932.0,40,0,0,0,0,0,0,2,1532,3,1065,31,8192,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,47,1,1,1272,448,80,67,73.5,4.3,978,0,489.0,326.0,36595744.6809,42553.1914894,23.5,15.6,47,19,47,23.5,15.6,47,19,47,23.5,15.6,47,19,0,0,0,0,20,20,21276.59574,21276.59574,0,978,860.0,412.0,339488.0,0,0,0,0,1,0,0,0,1.0,860.0,73.5,489.0,20,0,0,0,0,0,0,1,1272,1,448,31,31,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
25,434,5,2,940,1530,1396,810,1103.0,195.3,1200,206,703.0,331.3,5691244.2396,16129.0322581,62.0,41.7,434,20,434,62.0,41.7,434,20,434,62.0,41.7,434,20,1,0,0,0,100,40,11520.73733,4608.29493,206,1396,352.9,84.3,49728.6,0,0,1,1,1,0,0,0,0.0,352.9,1103.0,703.0,100,0,0,0,0,0,0,5,940,2,1530,8192,329,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
110,89326149,604,89,491656,55892,1450,603,1026.5,282.3,260,90,175.0,56.7,6129.7616,7.7580866,128897.8,187889.4,89326149,124359,89326149,128897.8,187889.4,89326149,124359,89326149,128897.8,187889.4,89326149,124359,1,0,0,0,12080,1780,6.76174,0.99635,90,1450,790.1,628.8,274011924.5,1,0,0,1,0,0,0,0,0.0,790.1,1026.5,175.0,12080,0,0,0,0,0,0,604,491656,89,55892,29,8192,603,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
443,170,1,1,750,654,383,325,354.0,19.3,181,181,181.0,0.0,8258823.5294,11764.7058824,85.0,113.9,170,42,170,85.0,113.9,170,42,170,85.0,113.9,170,42,0,0,0,0,20,20,5882.35294,5882.35294,181,383,702.0,48.0,4608.0,1,0,0,0,0,0,0,0,1.0,702.0,354.0,181.0,20,0,0,0,0,0,0,1,750,1,654,128,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
